id,loan_amnt,funded_amnt,term_months,int_rate,installment,grade,sub_grade,emp_title,emp_length_years,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies
812474,8000,7750,36,0.0699,239.27,A,A3,Lumension Security,1.0,MORTGAGE,141000.0,Source Verified,2026-07-11,Fully Paid,car,Used Auto Loan for son,850xx,AZ,7.95,0,1988-05-01,2,11,0,43285,0.478,43,0.0
816448,15000,15000,36,0.1099,491.01,B,B3,"Timberline Construction, Inc.",10.0,MORTGAGE,64999.92,Verified,2026-07-11,Fully Paid,debt_consolidation,Consolidation ,577xx,SD,23.87,0,1998-12-01,0,12,0,6238,0.469,22,0.0
816484,13000,12125,60,0.1523,289.92,C,C5,King College,10.0,MORTGAGE,110000.0,Source Verified,2026-07-11,Fully Paid,small_business,Business Loan 2011,376xx,TX,13.2,0,1992-07-01,2,8,0,31165,0.775,25,0.0
815843,10000,10000,36,0.0699,308.73,A,A3,Ransom Everglades School,10.0,MORTGAGE,70000.0,Source Verified,2026-07-11,Fully Paid,other,Other Loan,331xx,FL,14.66,0,1994-04-01,0,8,0,12018,0.134,25,0.0
814740,21850,21850,60,0.1879,564.28,E,E3,L'Auberge Du Lac Casino Resort,4.0,RENT,52800.0,Verified,2026-07-11,Fully Paid,credit_card,Credit Refinance,706xx,LA,20.32,0,1926-12-04,0,7,0,9171,0.873,12,0.0
816456,21000,21000,36,0.1262,703.74,B,B5,Morgan Stanley,2.0,RENT,150000.0,Verified,2026-07-11,Fully Paid,moving,Personal Loan,606xx,IL,11.5,0,2000-12-01,2,18,0,6384,0.156,28,0.0
802048,3600,3600,36,0.1349,122.15,C,C2,Pennsylvania Crusher Corp,10.0,MORTGAGE,65004.0,Not Verified,2026-07-11,Fully Paid,major_purchase,aa,191xx,PA,13.59,0,1992-05-01,1,6,1,4186,0.734,18,0.0
816414,25975,16850,60,0.1839,431.47,E,E2,JPM Chase,10.0,MORTGAGE,49000.0,Verified,2026-07-11,Charged Off,debt_consolidation,Freedom,610xx,IL,19.3,0,1994-04-01,1,10,0,11106,0.542,15,0.0
816395,6800,6800,36,0.2174,258.79,F,F5,The Jones Group,2.0,RENT,36500.0,Source Verified,2026-07-11,Charged Off,moving,Rent,070xx,NJ,20.48,0,1926-10-02,0,33,0,6525,0.894,36,0.0
815123,30600,30600,36,0.1879,1118.43,E,E3,Accretive Health,2.0,RENT,80000.0,Verified,2026-07-11,Fully Paid,credit_card,CC,890xx,NV,17.95,0,1926-07-02,1,8,0,41207,0.965,17,0.0
803924,11500,11500,36,0.0999,371.02,B,B1,Safelite Auto Glass,0.0,MORTGAGE,28800.0,Source Verified,2026-07-11,Charged Off,debt_consolidation,Bills,851xx,AZ,18.08,0,1998-11-01,0,12,1,2903,0.215,25,1.0
816354,24650,20900,60,0.1689,518.19,D,D4,Muckleshoot Indian Casino,6.0,RENT,45000.0,Verified,2026-07-11,Charged Off,debt_consolidation,Debt Consolidation,980xx,WA,21.65,0,1993-04-01,1,4,0,5141,0.411,21,0.0
759210,12000,12000,60,0.1969,315.87,E,E5,Sergis Images,5.0,RENT,41900.0,Not Verified,2026-07-11,Charged Off,credit_card,credit cards,112xx,NY,12.26,0,1926-12-06,3,12,0,10044,0.426,15,0.0
816321,12000,12000,36,0.1399,410.08,C,C3,PNC Wealth Management,10.0,MORTGAGE,54400.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,Consolidation,152xx,PA,22.46,2,1995-06-01,2,13,0,23,0.008,33,0.0
816315,3525,3525,36,0.0542,106.32,A,A1,Cummins,5.0,MORTGAGE,103000.0,Not Verified,2026-07-11,Fully Paid,small_business,Small Business Loan,553xx,MN,10.28,0,1996-05-01,0,9,0,6073,0.264,16,0.0
816287,1000,1000,36,0.1523,34.78,C,C5,Delmarva Teleplus Inc.,5.0,MORTGAGE,30000.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,Credit Card Consolidation,218xx,MD,23.52,0,1984-12-01,2,29,0,1745,0.02,41,0.0
816307,14250,14250,60,0.1149,313.33,B,B4,kaytee products,2.0,MORTGAGE,82500.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Capital one loan payoff,530xx,WI,27.67,1,1993-09-01,0,11,0,11151,0.566,34,0.0
809800,9000,9000,36,0.0699,277.86,A,A3,Not Disclosed,4.0,MORTGAGE,66766.0,Not Verified,2026-07-11,Fully Paid,other,pay off boat,368xx,AL,6.87,0,2000-01-01,1,7,0,59435,0.222,20,0.0
816274,8000,8000,36,0.1149,263.78,B,B4,Rock Materials,7.0,OWN,110000.0,Not Verified,2026-07-11,Fully Paid,home_improvement,The Remodel that Keeps on Giving!,752xx,TX,19.9,0,1998-09-01,2,9,0,27166,0.748,27,0.0
814243,8000,8000,36,0.1299,269.52,C,C1,Digitas,1.0,RENT,52000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,112xx,NY,16.43,1,1926-07-03,0,12,0,8997,0.568,28,0.0
816247,5275,5275,36,0.0542,159.1,A,A1,Creekridge Capital,8.0,OWN,120000.0,Not Verified,2026-07-11,Fully Paid,home_improvement,Home Improvement,554xx,MN,5.71,0,1996-01-01,0,10,0,94747,0.045,31,0.0
814312,11200,11200,36,0.1399,382.74,C,C3,Bennet Communications,4.0,MORTGAGE,75000.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Consolidation,254xx,WV,14.9,0,1926-01-01,1,15,1,7661,0.403,30,1.0
816202,2400,2400,36,0.1099,78.57,B,B3,Mater Lakes Academy,1.0,RENT,39000.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,MJ4,331xx,FL,14.34,0,1926-11-02,0,8,0,3898,0.65,10,0.0
816175,7200,7200,36,0.1523,250.41,C,C5,Mimis Cafe,2.0,OWN,35000.0,Not Verified,2026-07-11,Charged Off,other,Other,641xx,MO,23.45,0,1926-12-04,1,10,0,779,0.085,28,0.0
815738,18000,18000,36,0.0849,568.14,A,A5,Larkspur Hotels and Restaurants,1.0,MORTGAGE,51996.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,debt consolidation,946xx,CA,12.55,0,1926-11-01,0,7,0,19091,0.776,9,0.0
816103,1400,1400,36,0.1349,47.51,C,C2,Frys Food and Drug,9.0,MORTGAGE,21600.0,Not Verified,2026-07-11,Fully Paid,moving,Caliornia,853xx,AZ,6.28,0,1993-09-01,0,7,0,3599,0.59,25,0.0
816023,6500,6500,36,0.1099,212.78,B,B3,Brinks Global services,7.0,MORTGAGE,84000.0,Source Verified,2026-07-11,Fully Paid,medical,Pay it Off,471xx,MD,7.69,0,1987-12-01,0,6,1,27655,0.734,14,1.0
816096,12000,12000,36,0.0749,373.22,A,A4,Jones Walker,4.0,MORTGAGE,114000.0,Not Verified,2026-07-11,Fully Paid,credit_card,Credit Card Refinancing,701xx,LA,16.32,0,1999-06-01,0,12,0,5277,0.328,41,0.0
811750,12700,12700,60,0.1929,331.48,E,E4,MCLB ,10.0,MORTGAGE,60780.0,Verified,2026-07-11,Fully Paid,other,Auto Loan,923xx,CA,20.95,2,1999-03-01,3,9,0,4611,0.744,38,0.0
816061,2100,2100,60,0.1399,48.86,C,C3,US ARMY,10.0,RENT,48000.0,Not Verified,2026-07-11,Charged Off,other,BILLS,765xx,TX,8.2,0,1926-01-02,2,3,0,12247,0.8,15,0.0
812053,4750,4750,36,0.0599,144.49,A,A2,ArtsFund,2.0,RENT,60000.0,Not Verified,2026-07-11,Fully Paid,car,Car Loan Application,981xx,WA,6.22,0,2000-11-01,0,5,0,719,0.072,12,0.0
816029,5000,5000,36,0.1149,164.86,B,B4,Diamond Offshore,7.0,MORTGAGE,104000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation,324xx,FL,17.53,0,1926-11-01,1,12,0,11966,0.446,18,0.0
811045,10000,10000,36,0.0849,315.63,A,A5,dwight hole remodeling,10.0,MORTGAGE,50000.0,Not Verified,2026-07-11,Charged Off,debt_consolidation,debt consolidation loan,326xx,FL,13.58,0,1926-06-04,0,8,0,8455,0.5,11,0.0
815264,15500,15500,36,0.1099,507.38,B,B3,JCPenney Corporate Office,6.0,MORTGAGE,51168.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Credit Card Debt Consolidation,750xx,TX,23.85,0,1926-10-01,3,11,0,15285,0.813,19,0.0
815958,4250,4250,36,0.0542,128.18,A,A1,walgreens,6.0,MORTGAGE,72000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,consolidation 2,350xx,AL,20.07,1,1998-12-01,0,15,0,3019,0.073,42,0.0
815910,20000,20000,60,0.1839,512.13,E,E2,new england tire,8.0,MORTGAGE,115000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Credit Card,029xx,RI,7.78,0,1997-08-01,2,7,0,12340,0.713,46,0.0
815946,12000,12000,36,0.1599,421.83,D,D2,c.r.laurence,10.0,MORTGAGE,122000.0,Verified,2026-07-11,Fully Paid,debt_consolidation,debt reduction,081xx,NJ,21.14,2,1999-06-01,0,20,0,20153,0.478,57,0.0
815909,10000,10000,60,0.1969,263.22,E,E5,"Summit Polymers, Inc",8.0,MORTGAGE,96000.0,Not Verified,2026-07-11,Fully Paid,car,Car Loan 2,490xx,MI,11.44,0,1989-03-01,0,12,0,14153,0.874,23,0.0
815082,3500,3500,36,0.0749,108.86,A,A4,Sherwin Williams,1.0,OWN,18000.0,Verified,2026-07-11,Fully Paid,other,My Advance Loan,330xx,FL,28.93,0,1926-12-01,0,5,0,1195,0.919,8,0.0
815833,2750,2750,36,0.0999,88.73,B,B1,Michigan First Credit Union,0.0,RENT,37000.0,Source Verified,2026-07-11,Fully Paid,moving,Moving Funds,480xx,MI,8.43,0,1926-10-05,3,5,0,1028,0.411,6,0.0
810622,12000,12000,60,0.1649,294.96,D,D3,Toray Composites (America) Inc,10.0,MORTGAGE,57000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,debt consolidation,985xx,WA,15.54,0,1995-09-01,0,6,0,17710,0.757,18,0.0
815793,4000,4000,36,0.1199,132.84,B,B5,universal,7.0,MORTGAGE,66000.0,Source Verified,2026-07-11,Fully Paid,wedding,wedding,020xx,MA,2.16,0,1993-05-01,2,4,0,3610,0.376,17,0.0
815207,15000,15000,36,0.0599,456.27,A,A2,Raleigh-Durham Airport Authority,10.0,MORTGAGE,40000.0,Source Verified,2026-07-11,Fully Paid,car,classic car,275xx,NC,2.04,0,1986-04-01,0,9,0,2614,0.068,19,0.0
815007,3600,3600,36,0.0749,111.97,A,A4,Blue Cross Blue Shield of Illinois,5.0,MORTGAGE,40000.0,Source Verified,2026-07-11,Fully Paid,house,Home,606xx,IL,1.14,0,1926-01-03,2,8,0,1092,0.118,24,0.0
814262,7000,7000,36,0.0599,212.93,A,A2,Griswold Corp.,10.0,MORTGAGE,55000.0,Not Verified,2026-07-11,Fully Paid,other,Yard work,062xx,CT,9.45,0,1988-12-01,0,13,0,6413,0.086,29,0.0
815660,6000,6000,36,0.1059,195.27,B,B2,Weehawken Department of Public Works,3.0,RENT,21600.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,bill consilidation,070xx,NJ,5.06,0,1926-01-07,0,4,0,1409,0.3,7,0.0
815531,25000,19050,60,0.1969,501.43,E,E5,USAF,9.0,RENT,37506.48,Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,820xx,WY,14.56,0,1926-03-03,0,7,0,14703,0.642,14,0.0
815590,9600,9600,36,0.0542,289.54,A,A1,Intercall,5.0,RENT,70000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Repay Loan,800xx,CO,12.81,0,1997-12-01,0,8,0,2872,0.073,21,0.0
815607,8825,8825,36,0.0599,268.44,A,A2,L.D. Docsa,4.0,MORTGAGE,64000.0,Not Verified,2026-07-11,Fully Paid,major_purchase,bobcat,490xx,MI,1.59,0,1998-04-01,1,6,0,2704,0.146,21,0.0
797241,2000,2000,36,0.1299,67.38,C,C1,Generac,3.0,MORTGAGE,27385.0,Not Verified,2026-07-11,Charged Off,credit_card,Room For Change,535xx,WI,19.19,0,1999-11-01,3,12,0,1701,0.247,19,0.0
815573,3000,3000,36,0.0542,90.48,A,A1,SIMONS REAL ESTATE,6.0,RENT,40000.0,Source Verified,2026-07-11,Fully Paid,medical,Medical,770xx,TX,12.18,0,1996-11-01,1,7,0,1574,0.11,19,0.0
815553,8000,8000,36,0.1059,260.36,B,B2,Kate Spade,2.0,RENT,21600.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Credit Card Debt Annihilation,483xx,MI,14.06,0,1926-08-03,1,4,0,11813,0.303,9,0.0
815541,5600,5600,36,0.1099,183.32,B,B3,Not Disclosed,4.0,MORTGAGE,60000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,pay barclay,234xx,VA,23.1,0,1998-03-01,0,10,0,29116,0.726,18,0.0
807095,9600,9600,60,0.1523,229.55,C,C5,National Grid,5.0,MORTGAGE,62004.0,Source Verified,2026-07-11,Charged Off,home_improvement,Home Improvement Loan,016xx,MA,14.44,0,1997-11-01,3,7,0,14569,0.648,24,0.0
815522,10000,10000,36,0.1099,327.34,B,B3,Battle Ground School District,4.0,MORTGAGE,78096.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation,986xx,WA,15.03,0,1996-07-01,0,12,1,10365,0.843,41,1.0
815327,6000,6000,36,0.0542,180.96,A,A1,The Toledo Hospital,7.0,MORTGAGE,70000.0,Not Verified,2026-07-11,Fully Paid,major_purchase,Major Purchase Loan,434xx,OH,9.27,0,1997-03-01,0,10,0,2451,0.078,26,0.0
815397,19200,14300,60,0.1689,354.55,D,D4,US Army,10.0,RENT,69600.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation loan,706xx,LA,14.72,0,1993-02-01,0,9,0,4391,0.299,44,0.0
813191,12600,12600,36,0.1199,418.45,B,B5,Oakland Springs Healthcare Center,0.0,RENT,30000.0,Source Verified,2026-07-11,Fully Paid,other,Debt Loan,945xx,CA,2.8,0,1926-03-07,0,3,0,4345,0.221,4,0.0
796725,5000,5000,36,0.1149,164.86,B,B4,"Try Hours, Inc.",9.0,RENT,35000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation,436xx,OH,17.93,0,1988-10-01,0,6,2,4647,0.929,7,0.0
815479,13000,13000,36,0.1523,452.12,C,C5,The Johns Hopkins University,2.0,RENT,60000.0,Source Verified,2026-07-11,Charged Off,credit_card,To better my life: debt consolidation,212xx,MD,7.56,0,1926-11-03,1,4,0,16795,0.898,13,0.0
815431,25000,17725,60,0.1599,430.95,D,D2,retail convergence,3.0,RENT,54000.0,Verified,2026-07-11,Charged Off,debt_consolidation,bank loan,021xx,MA,12.67,0,1997-12-01,0,10,0,16449,0.478,24,0.0
815446,6600,6600,36,0.0749,205.28,A,A4,Roger Dean Chevrolet,8.0,RENT,52000.0,Not Verified,2026-07-11,Fully Paid,wedding,Wedding and Honeymoon expenses,334xx,FL,24.09,0,1926-10-04,0,7,0,6764,0.266,10,0.0
737834,25000,17450,60,0.1599,424.26,D,D2,UC Santa Cruz,5.0,RENT,49000.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Payback,951xx,CA,20.38,0,1993-06-01,0,11,0,27238,0.65,21,0.0
815363,6000,6000,36,0.1099,196.41,B,B3,Costco Wholesale Club,10.0,MORTGAGE,59700.0,Not Verified,2026-07-11,Fully Paid,wedding,wedding loan,010xx,MA,10.35,0,1992-03-01,1,13,0,4750,0.191,47,0.0
809785,5000,5000,36,0.0849,157.82,A,A5,Hoquiam School District,10.0,MORTGAGE,36000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,payoff loan,985xx,WA,22.53,0,1978-10-01,2,9,0,3388,0.623,17,0.0
815248,6000,6000,36,0.1059,195.27,B,B2,Kohl's Department Stores,8.0,RENT,30840.0,Verified,2026-07-11,Fully Paid,debt_consolidation,LittleHelpPlease,450xx,OH,16.19,0,1999-03-01,0,9,1,6004,0.698,12,1.0
815357,12000,12000,36,0.1199,398.52,B,B5,Health Science Associates,10.0,MORTGAGE,54000.0,Not Verified,2026-07-11,Fully Paid,credit_card,Card Pay Off,928xx,CA,9.09,0,1999-01-01,0,3,0,11772,0.63,8,0.0
815350,11200,11200,36,0.1689,398.7,D,D4,J Morita USA,5.0,MORTGAGE,186600.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,926xx,CA,14.44,0,1983-01-01,1,12,0,101423,0.642,32,0.0
815104,15000,15000,60,0.1599,364.7,D,D2,Chesapeake Property Cons,3.0,MORTGAGE,118000.0,Not Verified,2026-07-11,Charged Off,debt_consolidation,Pers Loan,211xx,MD,19.79,0,1994-02-01,1,8,1,24944,0.848,20,1.0
815326,12000,12000,60,0.1969,315.87,E,E5,"John A. Penney Co./Viscom Systems, Inc.",10.0,MORTGAGE,140000.0,Not Verified,2026-07-11,Fully Paid,medical,Medical,017xx,MA,11.73,0,1998-01-01,3,6,0,10832,0.895,36,0.0
813135,10000,10000,36,0.0749,311.02,A,A4,Sullivan & Cromwell LLP,3.0,MORTGAGE,65000.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Elimination,900xx,CA,14.03,0,1995-09-01,0,7,0,9775,0.349,13,0.0
815319,9000,9000,36,0.1399,307.56,C,C3,martis camp,10.0,RENT,62000.0,Not Verified,2026-07-11,Fully Paid,credit_card,Bank of america Credit Card,895xx,NV,14.28,0,1926-10-04,1,6,0,8906,0.979,13,0.0
810011,10000,10000,36,0.0699,308.73,A,A3,Consonus healthcare,0.0,RENT,85500.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,981xx,WA,8.04,0,1998-01-01,1,9,0,944,0.02,18,0.0
814147,10000,10000,60,0.1929,261.01,E,E4,deluca air conditioning and refrig services,5.0,OWN,60000.0,Not Verified,2026-07-11,Fully Paid,other,Other Loan,333xx,FL,22.7,3,1995-05-01,0,17,0,29246,0.873,46,0.0
808708,20675,20675,60,0.1299,470.32,C,C1,Wells Fargo,5.0,MORTGAGE,89500.0,Verified,2026-07-11,Fully Paid,house,Home Down Payment,856xx,AZ,12.86,0,1996-01-01,0,8,0,22647,0.376,29,0.0
798571,7950,7950,36,0.1599,279.46,D,D2,Not Disclosed,4.0,RENT,24000.0,Not Verified,2026-07-11,Fully Paid,other,personal,082xx,NJ,13.25,0,1995-02-01,0,2,1,9589,0.959,4,1.0
815183,8000,8000,36,0.0699,246.99,A,A3,South Lake Hospital,10.0,MORTGAGE,65000.0,Verified,2026-07-11,Fully Paid,car,CAR,347xx,FL,15.21,1,1994-01-01,1,7,0,5218,0.337,21,0.0
815102,4000,4000,36,0.0849,126.26,A,A5,Smith&Nephew,1.0,RENT,25200.0,Verified,2026-07-11,Fully Paid,other,Loan One,023xx,MA,21.52,0,1997-12-01,1,4,0,0,0.0,5,0.0
815174,9000,9000,36,0.0749,279.92,A,A4,A Plus Inc,3.0,MORTGAGE,110000.0,Not Verified,2026-07-11,Fully Paid,home_improvement,Home Improvement 1,300xx,GA,14.0,1,1987-04-01,0,9,0,19503,0.454,24,0.0
815155,35000,35000,60,0.1689,867.78,D,D4,"Sage Insurance Services, Inc",3.0,MORTGAGE,100000.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,890xx,NV,14.12,0,1998-03-01,0,8,0,5615,0.278,20,0.0
814911,9000,9000,36,0.0749,279.92,A,A4,U. S. Steel Corp,6.0,MORTGAGE,80000.0,Verified,2026-07-11,Fully Paid,home_improvement,New Retaining Wall,151xx,PA,17.11,0,1926-10-01,1,20,0,1324,0.032,36,0.0
815170,4800,4800,36,0.1799,173.51,E,E1,Bremen School District,0.0,RENT,45000.0,Source Verified,2026-07-11,Charged Off,other,Transportation Transition to New Job,604xx,IL,10.72,0,1999-03-01,1,27,0,2758,0.811,45,0.0
815157,11000,11000,36,0.0542,331.76,A,A1,flakeboard america,10.0,MORTGAGE,75000.0,Not Verified,2026-07-11,Fully Paid,major_purchase,Major Purchase Loan,973xx,OR,12.02,0,1995-09-01,0,6,0,3306,0.215,22,0.0
815149,6000,6000,36,0.0699,185.24,A,A3,State of Connecticut,10.0,MORTGAGE,120000.0,Not Verified,2026-07-11,Fully Paid,major_purchase, Personal Loan,062xx,CT,14.39,0,1984-04-01,0,20,0,21056,0.221,53,0.0
815119,10400,10400,36,0.1349,352.88,C,C2,Regis Corporation,2.0,RENT,43500.0,Not Verified,2026-07-11,Fully Paid,credit_card,Paydown Loan,554xx,MN,24.11,0,1926-07-03,0,22,0,12848,0.584,26,0.0
815115,3000,3000,36,0.0749,93.31,A,A4,Department of Homeland Security-TSA,9.0,MORTGAGE,77000.0,Verified,2026-07-11,Fully Paid,moving,Trails,410xx,KY,18.26,0,1926-04-01,1,15,0,32819,0.595,32,0.0
812527,21400,21400,36,0.1349,726.12,C,C2,Piquant Software Solutions,1.0,MORTGAGE,85000.0,Verified,2026-07-11,Fully Paid,credit_card,Credit Card Cleanup,631xx,MO,19.95,0,1996-11-01,1,14,0,20772,0.618,37,0.0
815085,8000,8000,36,0.1099,261.88,B,B3,Hot Topic,4.0,RENT,26400.0,Not Verified,2026-07-11,Fully Paid,moving,"Moving, relocating and debt consolidate",532xx,WI,7.77,0,1926-08-04,0,3,0,4944,0.392,6,0.0
815086,10000,10000,60,0.1969,263.22,E,E5,icon,10.0,OWN,78996.0,Source Verified,2026-07-11,Fully Paid,other,personal expenses ,100xx,NY,0.61,0,1999-01-01,3,3,0,1903,0.261,26,0.0
813794,8000,8000,36,0.1149,263.78,B,B4,Professional Project Services,0.0,RENT,79000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,276xx,NC,12.84,0,1926-04-05,0,7,0,15864,0.901,15,0.0
815073,15000,15000,36,0.1099,491.01,B,B3,mPower Support Services & G&A Assoc,5.0,MORTGAGE,39000.0,Source Verified,2026-07-11,Fully Paid,other,Property Tax,488xx,MI,7.72,0,1984-10-01,0,8,0,8555,0.372,12,0.0
815057,7175,7175,36,0.1299,241.72,C,C1,Utah State University,3.0,RENT,40100.0,Verified,2026-07-11,Fully Paid,debt_consolidation,Credit card pay-off,843xx,UT,23.01,0,1995-08-01,0,8,1,13801,0.812,30,0.0
804226,30000,30000,60,0.1749,599.67,D,D5,OH Army National Guard,3.0,RENT,72000.0,Verified,2026-07-11,Charged Off,debt_consolidation,Loan to consolidate debt,432xx,OH,28.87,0,1926-12-04,0,8,0,8896,0.36,25,0.0
807448,20000,20000,60,0.1299,454.96,C,C1,WOW Motorcycles,1.0,MORTGAGE,60000.0,Verified,2026-07-11,Fully Paid,home_improvement,"New Roof, Paint and Deck- OH MY!",301xx,GA,15.36,0,1995-07-01,2,8,0,21162,0.415,36,0.0
814921,6000,6000,36,0.0849,189.38,A,A5,Valley Tire Co Inc,3.0,MORTGAGE,32000.0,Source Verified,2026-07-11,Fully Paid,wedding,Wedding,156xx,PA,3.64,0,1926-10-05,3,8,0,4422,0.259,15,0.0
814946,2500,2500,36,0.1199,83.03,B,B5,Not Disclosed,4.0,RENT,12000.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,Debt consolidation loan,346xx,FL,7.4,0,1998-04-01,1,5,1,1944,0.512,12,1.0
814939,2400,2400,36,0.1099,78.57,B,B3,Not Disclosed,4.0,OWN,372000.0,Source Verified,2026-07-11,Charged Off,wedding,Wedding Loan,109xx,NY,2.58,0,1999-05-01,0,2,0,33471,0.973,6,0.0
814891,11000,11000,36,0.1649,389.4,D,D3,Not Disclosed,4.0,OWN,38400.0,Not Verified,2026-07-11,Fully Paid,other,Personal Loan,060xx,CT,19.38,1,1976-12-01,0,7,0,8206,0.665,17,0.0
814875,1000,1000,36,0.0749,31.11,A,A4,Not Disclosed,4.0,RENT,30000.0,Verified,2026-07-11,Fully Paid,vacation,1000,100xx,NY,21.4,0,1993-11-01,0,9,0,9271,0.464,17,0.0
801545,6000,6000,36,0.1562,209.82,D,D1,holmes correctional,0.0,RENT,33000.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,pay it off,324xx,FL,21.31,0,1926-08-01,2,8,0,5693,0.587,10,0.0
814816,12800,12800,60,0.1799,324.97,E,E1,Booz Allen Hamilton,2.0,MORTGAGE,81696.0,Source Verified,2026-07-11,Charged Off,home_improvement,To rent out basement & getting my CPA,223xx,VA,13.21,0,1993-01-01,0,9,0,7433,0.978,31,0.0
814800,10800,10800,36,0.1099,353.53,B,B3,Willis Risk  and  Insurance Services,4.0,RENT,48000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,2011 Preparation - Consolidation,912xx,CA,17.9,1,1999-11-01,0,11,0,9836,0.497,27,0.0
814785,2800,2800,36,0.1199,92.99,B,B5,AIM HEALTHCARE,7.0,MORTGAGE,58000.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,CONSOLIDATE HIGH INTEREST LOAN,606xx,IL,15.66,0,1999-01-01,2,11,0,4597,0.665,27,0.0
813291,3000,3000,60,0.1349,69.02,C,C2,miller appliance,10.0,MORTGAGE,72000.0,Not Verified,2026-07-11,Fully Paid,car,ford truck,337xx,FL,15.23,0,1926-07-01,0,5,1,6348,0.784,8,1.0
814752,5000,5000,36,0.1839,181.75,E,E2,Alcatel Lucent,10.0,RENT,97500.0,Source Verified,2026-07-11,Fully Paid,vacation,Vacation,088xx,NJ,13.71,0,2000-12-01,0,5,0,29602,0.997,17,0.0
802074,6000,6000,60,0.1799,152.33,E,E1,roper st. francis healthcare,2.0,RENT,23004.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,Debt Consolidation,294xx,SC,13.2,0,1926-09-04,0,15,0,3981,0.751,17,0.0
814410,12000,12000,36,0.1059,390.54,B,B2,Broadcast Company of the Americas,5.0,RENT,150000.0,Not Verified,2026-07-11,Fully Paid,debt_consolidation,HomeStretch,921xx,CA,9.92,0,1992-05-01,0,8,0,4088,0.47,34,0.0
811172,8000,8000,36,0.1649,283.2,D,D3,Beach Activities of Maui,0.0,RENT,65004.0,Verified,2026-07-11,Fully Paid,other,Furniture,968xx,HI,17.22,0,1926-02-08,2,5,0,1910,0.367,6,0.0
814682,11500,11500,36,0.1149,379.17,B,B4,Great Bridge Baptist Church ,2.0,RENT,110000.0,Source Verified,2026-07-11,Fully Paid,credit_card,Refinance,233xx,VA,23.17,0,1998-06-01,0,8,0,11805,0.375,30,0.0
810954,6300,6300,36,0.1099,206.23,B,B3,Securitas Security Services Inc,10.0,RENT,37000.0,Source Verified,2026-07-11,Fully Paid,vacation,vacation,787xx,TX,11.74,0,1926-01-05,0,6,0,5477,0.75,9,0.0
800111,5000,5000,36,0.0699,154.37,A,A3,Dermatology Asspc,5.0,RENT,35000.0,Not Verified,2026-07-11,Fully Paid,credit_card,CC payoff,284xx,NC,17.79,0,1984-10-01,0,12,0,245,0.018,39,0.0
814629,2000,2000,36,0.1199,66.42,B,B5,Not Disclosed,4.0,MORTGAGE,55000.0,Not Verified,2026-07-11,Charged Off,home_improvement,Home Improvement,773xx,TX,18.92,1,1991-11-01,2,13,1,6568,0.295,23,1.0
814621,19600,19600,60,0.2322,555.02,G,G4,Union National Mortgage,0.0,MORTGAGE,170000.0,Verified,2026-07-11,Fully Paid,home_improvement,Home Improvement,410xx,KY,22.12,0,1993-06-01,0,11,0,125558,0.986,23,0.0
814575,8000,8000,36,0.1099,261.88,B,B3,BNA,4.0,MORTGAGE,80000.0,Source Verified,2026-07-11,Fully Paid,debt_consolidation,credit loan,336xx,FL,6.57,0,1995-07-01,0,8,0,6973,0.749,22,0.0
